latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_listing_count
40.75846525,-73.99431918,1,0,1,2,1,1,1,4,149,1,0,3,15,5,5,5,7,4,100,9,8,8,8,9,8,1
40.79250842,-73.94187706,1,0,0,2,1,0,1,4,99,1,0,1,21,16,33,55,283,50,88,9,8,9,9,7,9,1
40.69928948,-73.93916984,1,1,1,2,2,1,1,4,70,1,0,1,1125,7,14,43,313,17,78,8,9,9,8,7,8,6
40.6751279,-73.96638556,1,0,0,4,1,2,2,4,165,3,20,1,14,0,0,0,224,4,100,10,10,10,10,10,10,1
40.68472587,-73.94983248,1,0,1,2,1,1,1,4,75,2,0,3,365,25,55,85,360,69,94,9,9,10,10,8,9,1
40.72294137,-74.00398252,1,0,0,3,1,0,1,4,150,2,30,1,1125,18,32,32,60,5,100,9,10,9,9,10,9,1
40.7390254,-74.00435161,1,0,0,2,1,1,1,4,249,1,0,5,1125,30,60,90,365,46,97,10,9,9,9,10,9,1
40.73124691,-73.98314616,1,0,0,2,1,1,1,4,220,1,0,2,30,9,19,31,196,6,100,10,9,10,10,10,10,1
40.68083765,-73.92803685,1,0,0,6,1,2,3,4,189,4,30,2,30,28,58,88,363,23,93,10,10,10,9,8,9,3
40.68084144,-73.94778851,1,0,0,4,1,1,2,4,100,2,20,2,25,30,60,90,365,14,91,9,10,10,10,8,9,1
40.81059402,-73.95650175,0,0,1,2,1,1,1,4,100,1,0,1,25,23,46,76,351,6,100,10,10,10,10,10,10,1
40.73060848,-73.99020777,1,0,0,4,1,1,2,4,265,2,25,1,1125,30,60,90,365,2,84,9,7,8,9,10,8,1
40.74392555,-73.97496611,1,0,0,2,1,1,1,4,180,2,0,6,15,0,0,0,0,6,100,10,10,9,9,9,10,1
40.75778848,-73.98557573,1,0,0,4,1,3,3,4,450,5,50,6,1125,30,60,90,359,18,87,9,9,9,9,10,8,4
40.80342092,-73.94692244,1,0,1,3,1,1,2,4,150,2,25,2,365,28,44,70,345,2,80,10,10,10,10,9,10,5
40.66933992,-73.95844813,1,0,0,2,1,1,1,4,50,2,10,14,30,11,11,11,169,1,60,10,10,8,10,6,8,1
40.75693532,-73.96508183,1,0,0,3,1,1,1,4,190,1,0,2,1125,30,60,90,365,30,90,9,8,10,10,10,9,1
40.81807798,-73.953104,1,0,1,2,1,1,1,4,60,1,0,2,1125,27,54,84,359,24,85,9,9,10,10,8,9,4
40.83669237,-73.94260789,1,0,0,4,1,0,2,4,80,2,20,1,1125,22,52,82,82,15,96,9,10,10,10,9,9,2
40.82848703,-73.94727008,1,0,0,5,1,1,3,4,155,2,25,3,1125,30,60,90,365,7,100,10,10,10,10,10,10,2
40.68417026,-73.90811696,1,0,1,2,1.5,1,1,4,100,1,6,1,1125,30,60,90,365,1,60,6,4,10,8,2,2,9
40.73760084,-73.98831521,1,0,0,2,1,1,1,4,215,1,0,1,1125,25,55,85,360,15,94,9,10,10,9,10,10,1
40.70083467,-73.92494898,1,0,1,2,1,1,1,4,60,1,5,2,1125,0,0,0,246,18,87,8,7,10,9,8,9,2
40.70398982,-73.92812759,1,0,1,2,1,1,1,4,80,1,0,1,1125,28,58,88,363,19,96,10,10,10,10,9,9,2
40.73253926,-73.97485807,1,0,1,1,1,1,1,4,100,1,0,7,40,9,39,69,344,2,98,10,10,10,10,10,9,1
40.83173036,-73.94194768,1,0,0,3,1,2,2,4,135,2,20,4,21,0,0,0,0,26,95,9,10,10,10,8,9,1
40.73622081,-74.00147185,1,0,2,1,1,1,1,1,125,1,0,1,1125,30,60,90,365,2,100,10,10,10,10,10,10,1
40.68843622,-73.99691512,1,0,0,3,1,1,2,4,150,1,0,2,1125,0,0,0,4,22,96,10,10,10,10,10,10,1
40.69430657,-73.97169214,1,0,1,2,1,1,1,4,70,1,0,2,1125,0,0,0,0,3,100,10,10,10,9,9,10,1
40.67248213,-73.95050509,1,1,2,1,1,1,1,4,25,1,0,14,365,3,7,37,312,12,91,9,9,9,9,9,9,7
40.72526583,-73.95015712,1,0,0,5,1,2,2,4,195,4,25,1,1125,1,31,61,336,1,100,10,10,10,10,10,10,2
40.69046001,-73.91612912,1,0,1,2,1,1,1,4,60,1,0,1,1125,25,55,85,360,13,92,9,9,10,10,9,9,1
40.74082543,-73.99030134,1,2,0,8,2,3,4,4,675,4,50,1,1125,10,35,65,336,2,70,6,8,7,8,8,7,6
40.73248921,-74.00257759,1,0,0,3,1,1,2,4,220,1,0,2,10,0,0,5,99,3,80,9,9,9,10,10,9,1
40.70529977,-74.01349497,1,0,0,4,1,2,2,4,175,3,25,2,5,30,60,90,357,3,93,10,9,10,10,9,10,1
40.72117099,-74.01158145,1,0,0,6,2,2,2,4,900,1,0,3,1125,26,56,86,361,3,100,10,10,10,10,10,10,1
40.86104346,-73.92747777,1,0,1,4,1,1,2,4,57,2,5,2,1125,10,10,22,273,13,94,10,9,10,10,9,10,4
40.66070973,-73.96379154,1,0,0,1,1,1,1,4,65,1,10,5,20,13,13,13,15,4,90,9,10,10,10,9,10,1
40.81555661,-73.9452633,1,0,0,6,1,2,3,4,99,5,50,2,1000,22,52,82,357,4,90,9,10,9,8,8,9,2
40.67299273,-73.9641507,1,0,1,2,1,1,1,4,70,2,0,1,100,17,42,56,99,23,99,10,10,10,10,9,10,1
40.7264627,-74.00375255,1,0,1,2,1,1,1,4,109,1,0,2,30,0,11,41,316,3,80,9,7,9,7,9,8,1
40.72009608,-73.99532299,1,0,0,4,1,1,3,4,245,2,30,2,14,12,34,60,120,10,92,10,10,10,10,10,10,1
40.80428841,-73.95638868,1,0,0,4,1.5,2,3,4,300,1,0,1,1125,2,10,11,43,1,100,10,10,10,10,10,10,1
40.6892373,-73.98744309,1,0,0,2,1,1,1,4,180,1,0,3,1125,3,33,63,338,2,100,10,10,10,10,10,10,1
40.69879292,-73.92394496,1,2,1,1,1,1,1,4,45,1,0,5,365,2,26,56,331,6,100,10,9,10,10,9,9,1
40.76004275,-73.96232937,1,0,1,1,1,1,1,4,150,1,0,1,21,30,60,90,365,2,100,10,10,10,9,10,10,1
40.70238677,-73.92732477,1,0,1,2,1.5,1,1,4,60,2,20,1,1125,26,26,30,30,15,85,9,7,9,9,9,9,1
40.6804788,-73.94910814,1,0,0,4,1,1,1,3,90,1,30,2,365,27,57,87,362,60,88,9,9,10,9,8,9,4
40.70161981,-73.93117006,1,0,1,2,1,1,1,4,75,1,20,3,1125,15,45,75,350,6,100,9,10,9,10,9,10,2
40.71947312,-74.00372212,1,0,0,6,1,3,3,4,600,1,0,4,365,28,58,88,363,12,86,9,7,8,8,9,8,1
40.72568745,-74.00330909,1,0,1,1,1,1,1,4,175,2,0,1,1125,30,60,90,365,7,97,10,10,10,10,10,9,1
40.67404407,-73.96476978,1,0,0,4,1,1,2,4,190,3,15,4,25,2,2,2,93,4,90,10,10,9,9,9,9,1
40.65980389,-73.9517309,1,0,0,4,1,1,3,4,125,4,35,5,15,30,60,90,365,4,80,7,8,7,9,7,8,1
40.73409148,-74.00520462,1,0,0,2,1,1,1,4,250,1,0,2,1125,20,50,80,355,19,94,10,9,10,10,10,9,1
40.68773325,-73.95630782,1,1,0,7,1,2,7,4,90,2,10,3,90,23,53,80,338,32,90,9,9,10,9,8,9,3
40.72167656,-73.9974356,1,0,0,6,1,3,3,4,550,1,0,3,1125,30,60,90,365,2,97,10,10,10,8,10,10,1
40.73623209,-74.00951985,1,0,0,3,1,2,2,4,180,1,0,1,1125,1,31,61,336,1,100,10,8,10,10,10,10,1
40.79289525,-73.94123108,1,0,0,4,1,0,2,4,100,1,25,1,1125,30,60,90,365,13,91,10,9,10,10,8,9,1
40.67357773,-73.9585112,1,0,1,2,1,1,1,4,56,1,12,2,15,0,9,21,58,3,80,9,7,8,9,9,7,1
40.68388339,-73.94427378,1,0,0,6,1,2,3,4,151,4,20,2,1125,21,51,81,356,3,87,9,9,9,9,7,9,5
40.73840211,-73.99002013,1,0,0,2,1,1,1,4,225,1,0,3,18,23,53,83,358,1,100,10,10,10,10,10,10,1
40.73799693,-74.00412963,1,1,0,2,1,1,1,4,270,2,50,2,365,0,30,60,335,4,100,10,10,10,10,10,10,1
40.67680494,-73.9485127,1,0,0,4,1,1,2,4,150,1,0,1,1125,1,31,61,336,2,90,10,8,10,9,9,9,1
40.68530664,-73.94934269,1,0,0,8,2,2,5,4,230,6,70,3,90,28,51,80,343,23,96,10,9,10,10,8,9,1
40.66200821,-73.95562751,1,1,1,2,2,1,1,4,75,1,15,1,1125,30,60,90,365,8,85,9,8,10,10,8,9,2
40.85719236,-73.935732,1,0,0,2,1,1,1,4,195,1,0,1,1125,18,48,78,348,14,96,10,10,10,9,10,10,1
40.73109576,-74.00659125,1,0,1,3,1,1,1,4,150,1,0,1,365,30,60,90,365,1,93,10,8,10,10,10,8,1
40.80287293,-73.95602775,1,0,1,5,1.5,1,2,4,85,1,50,2,15,27,57,87,362,4,95,9,9,10,10,8,9,1
40.73685102,-73.98685654,1,0,0,4,2,2,3,4,500,1,0,3,1125,0,0,0,135,1,91,6,10,10,10,10,8,1
40.69388125,-73.97045282,1,0,0,3,1,1,2,4,120,2,50,1,1125,4,13,13,174,7,96,10,8,10,10,9,9,1
40.68468601,-73.90723114,1,0,0,3,1,2,2,4,118,2,50,2,27,30,60,90,365,9,100,9,9,10,10,9,9,1
40.75458001,-73.99276472,1,0,0,1,1,0,1,4,95,1,0,1,1125,13,25,25,164,42,89,9,8,10,9,9,9,1
40.82540523,-73.94790659,1,0,0,4,1,2,2,4,149,1,0,1,60,25,55,85,360,9,93,9,9,9,10,8,9,1
40.73725853,-73.99239935,1,0,1,2,1,1,1,4,69,1,25,1,21,5,26,40,306,83,94,9,9,10,10,10,9,2
40.69921469,-73.93570946,1,0,0,3,1,0,2,4,88,0,0,6,1125,0,3,33,308,1,100,10,10,10,10,10,10,2
40.72696323,-73.99080315,1,0,0,2,1,1,1,4,125,2,100,4,365,4,4,4,123,33,98,10,10,10,10,9,10,1
40.84229521,-73.93600966,1,0,1,2,1,1,1,4,60,2,25,1,1125,17,45,62,324,2,80,9,8,9,10,6,9,1
40.68788286,-73.91515207,1,1,1,2,2,1,1,4,56,1,5,3,1125,3,27,57,311,1,80,8,8,6,10,8,8,9
40.76360303,-73.97710202,1,0,1,2,1.5,1,1,4,157,1,0,2,1125,30,60,90,365,16,94,10,9,9,9,10,9,2
40.71664712,-74.00168884,1,0,0,4,1,2,2,4,500,1,0,2,365,2,2,2,184,15,97,10,10,10,10,10,10,1
40.72580285,-73.99129591,1,0,0,4,1,2,2,4,300,1,0,4,16,2,2,2,3,1,80,10,10,10,10,10,10,1
40.70134496,-73.91742413,1,0,0,4,1,2,2,4,115,3,0,1,1125,0,0,0,0,2,90,8,7,9,10,7,9,2
40.67105972,-73.95463256,1,0,0,2,1,1,1,3,110,1,0,3,365,26,56,86,361,62,95,10,9,10,10,9,10,1
40.84594638,-73.93705113,1,0,0,5,1,2,2,4,100,2,20,3,1125,30,57,85,180,23,89,9,9,9,10,8,9,1
40.68969485,-73.97384564,1,0,0,4,1,2,2,4,175,2,50,1,365,16,32,62,332,20,93,10,9,10,10,10,9,11
40.68580934,-73.97358869,1,0,0,2,1,1,1,4,185,1,0,2,1125,30,60,90,365,3,93,9,9,10,10,10,10,1
40.73352031,-74.00187165,1,0,0,4,1,1,1,4,350,2,50,2,365,7,17,17,145,7,100,10,9,10,10,10,9,1
40.76746704,-73.98865567,1,0,0,3,1,0,1,4,150,2,50,1,1125,10,10,10,130,3,100,10,9,10,10,10,10,1
40.68859209,-73.97670249,1,0,0,2,1,1,1,4,150,1,0,1,1125,9,39,69,281,2,100,10,10,10,10,10,10,1
40.86305422,-73.84589338,1,0,0,4,1,0,3,4,59,4,25,1,365,28,46,70,345,2,100,10,9,10,10,10,10,1
40.6710662,-73.96285745,1,0,1,1,1,1,1,4,75,1,25,3,1125,30,60,88,234,3,87,9,9,9,9,10,9,1
40.75107041,-73.87653757,1,1,1,1,1,1,1,4,50,1,0,3,1125,22,52,82,357,15,93,9,9,10,9,8,9,1
40.72991857,-74.00570247,1,0,0,2,1,1,1,4,125,1,0,1,365,11,14,22,245,125,92,9,9,10,10,10,9,2
40.65820395,-73.95275026,1,1,1,2,1,1,1,4,83,1,5,3,365,30,60,90,365,10,93,9,9,10,10,7,9,3
40.72416057,-73.98861308,1,0,1,1,2,1,1,4,75,1,0,7,1125,8,8,8,110,2,100,10,9,10,10,10,10,1
40.72890834,-73.9592662,1,0,1,1,1,1,1,4,55,1,0,1,1125,6,6,6,219,1,100,10,10,10,10,10,10,1
40.6887546,-73.9310952,1,0,0,3,1,1,1,4,90,1,20,1,2,29,59,89,364,18,93,9,8,10,10,8,9,1
40.72823613,-73.98325662,1,0,0,6,1,1,3,4,150,2,25,2,365,21,48,78,346,69,84,8,8,9,9,9,8,3
40.72763719,-73.98263217,1,0,0,3,1,1,1,4,188,2,50,1,30,30,60,90,365,6,92,8,10,10,10,10,9,1
40.6910272,-73.95440892,1,0,0,5,1,2,2,4,225,4,50,2,1125,2,2,2,53,1,100,10,10,10,10,8,10,1
40.69778751,-73.97283565,1,1,0,4,1.5,2,2,4,250,4,25,1,10,30,60,90,365,17,99,10,10,10,10,8,10,1
40.76077584,-73.99075632,1,0,0,2,1,1,1,4,165,1,0,3,365,22,36,52,269,81,96,10,10,10,10,10,9,1
40.73537066,-73.98613229,1,0,0,4,1,1,1,4,175,3,10,1,1125,4,34,64,339,22,90,10,9,9,9,10,9,1
40.68793324,-73.97286659,1,1,0,2,1,0,1,4,116,2,30,2,1125,9,12,25,271,32,97,10,10,10,10,10,10,2
40.67348583,-73.95766972,1,0,1,2,2,1,1,4,55,1,10,4,365,9,9,9,128,6,90,8,8,9,9,9,9,2
40.71316634,-73.73016639,1,1,1,1,1,1,1,4,59,1,25,1,1125,28,58,88,363,8,97,10,9,10,10,9,10,1
40.70044801,-73.92845248,1,0,1,3,1,1,1,4,80,2,35,1,1125,0,0,0,198,2,90,10,8,10,10,9,10,1
40.67696615,-73.95834784,1,0,1,2,1,1,1,4,65,1,30,4,90,0,21,51,326,1,94,10,8,10,10,8,10,1
40.76439146,-73.99497638,1,0,0,2,1,1,1,4,140,1,0,14,1125,25,55,85,360,1,40,8,8,4,6,6,6,6
40.71566479,-73.83514932,1,0,0,2,1,1,1,4,105,1,0,1,1125,29,59,89,364,9,93,10,9,10,10,10,9,1
40.73887397,-74.00341875,1,0,1,2,1,1,1,4,160,1,35,2,20,30,60,90,365,30,95,10,10,10,10,10,9,1
40.72519856,-74.00278741,1,0,0,4,1,1,2,4,210,2,25,4,14,3,3,3,213,5,95,10,10,10,10,10,9,1
40.68896651,-73.93569359,1,1,0,6,1,2,2,4,149,4,25,3,29,29,59,89,343,16,88,9,7,9,10,8,9,1
40.74150741,-73.98384797,1,0,0,4,1,0,2,4,169,2,50,1,30,0,0,0,0,4,100,9,9,10,10,9,10,1
40.73687768,-73.97826223,1,0,0,5,1,2,5,4,200,1,0,3,8,0,0,0,143,1,100,10,10,8,10,10,10,1
40.75999473,-73.99022955,1,0,1,2,1,1,1,4,110,1,0,1,80,18,18,18,102,4,80,9,8,8,8,10,8,2
40.68100131,-73.97218196,1,0,0,2,1,1,1,4,149,1,0,1,1125,0,0,0,184,6,93,10,9,10,10,9,9,1
40.69598629,-73.98403988,1,0,0,2,1,1,1,4,210,1,0,1,1125,30,60,90,365,5,100,10,10,10,10,10,10,1
40.78713018,-73.95193031,1,0,1,2,1,1,1,4,95,1,15,2,5,9,39,69,344,2,90,8,8,9,10,9,9,1
40.68188961,-73.91743844,1,1,0,8,1.5,3,5,4,199,5,20,2,21,30,57,87,362,4,90,10,9,10,10,9,9,1
40.72899954,-73.95828574,1,0,0,3,1,1,1,4,170,2,20,2,21,2,22,52,327,53,97,10,9,10,10,10,10,1
40.76905078,-73.99233977,1,0,1,2,1,1,1,4,125,2,65,1,1125,29,59,89,364,23,90,9,10,9,10,9,9,1
40.73093114,-73.98286836,1,0,0,2,1,0,1,4,175,1,0,4,90,18,48,78,353,36,92,9,9,9,10,10,9,1
40.74927156,-73.98668405,1,0,0,3,1,1,1,4,275,3,25,3,365,0,0,0,0,26,95,10,9,10,10,10,9,1
40.76414195,-73.97918034,1,0,0,2,1,1,1,4,295,2,25,1,1125,30,57,59,334,15,89,9,9,10,9,10,8,1
40.80421164,-73.94037069,1,1,1,1,1,1,1,4,75,1,0,1,365,30,60,90,365,2,90,9,9,10,10,8,9,1
40.70262504,-73.92745177,1,0,1,3,1,1,1,4,95,1,20,1,1125,28,58,88,363,61,96,9,9,10,10,9,9,1
40.7553903,-73.98343344,1,0,0,2,1,1,1,4,199,1,0,2,1125,2,2,2,11,8,90,10,9,10,10,9,9,1
40.72661416,-73.98612004,1,0,0,3,1,1,2,4,140,2,20,1,1125,21,51,81,291,64,90,9,9,9,9,10,9,2
40.70070432,-73.91041742,1,0,0,2,2,2,2,4,130,3,25,2,1125,0,7,37,312,6,88,8,7,9,10,9,8,1
40.72568616,-73.99226673,1,0,0,6,1,2,4,4,600,1,0,2,1125,30,60,90,365,24,93,10,9,10,10,10,9,1
40.75988136,-73.81138988,1,1,1,2,1,1,1,4,70,1,0,2,1125,30,60,90,365,26,93,10,9,9,9,9,9,5
40.76051921,-73.99626547,1,0,0,3,1,1,2,4,399,5,0,5,365,1,31,61,336,6,100,9,10,9,9,10,9,1
40.64737701,-73.89163313,1,1,1,2,1,1,1,4,37,1,15,5,1125,6,36,66,341,11,100,10,10,10,10,9,10,3
40.75819933,-73.96691802,1,0,1,2,1,1,1,4,95,0,0,2,1125,0,0,0,0,7,89,9,9,10,10,9,9,1
40.68963233,-73.93815536,1,0,1,2,2,1,1,4,80,1,30,2,30,30,60,90,365,3,100,10,10,10,10,10,10,1
40.80704888,-73.94452342,1,1,0,8,1,3,5,4,159,1,23,3,60,28,58,88,341,27,91,9,9,9,9,9,9,4
40.68853177,-73.97111397,1,0,0,2,1,1,1,4,155,1,0,1,1125,3,3,3,66,13,95,9,10,10,10,10,9,11
40.79639587,-73.9380857,1,1,1,2,1,1,1,4,69,1,12,1,1125,8,8,8,270,18,83,9,8,8,9,8,9,1
40.70561728,-74.01648797,1,0,0,3,1,0,1,4,180,1,0,3,1125,8,8,8,10,1,100,10,10,10,10,10,10,1
40.76330863,-73.99261935,1,2,0,4,1,2,2,4,365,2,25,4,100,20,50,80,202,13,91,10,10,10,10,10,10,2
40.82008188,-73.9564566,1,0,0,3,1,1,1,4,109,2,10,2,13,5,5,5,5,5,96,10,10,10,10,9,10,2
40.72797242,-73.98709774,0,0,0,4,1,0,1,4,170,1,0,2,15,0,0,0,182,2,74,8,5,7,10,9,6,1
40.80345305,-73.95364237,1,0,0,2,1,1,1,4,159,1,0,4,1125,0,3,33,308,11,90,9,8,10,10,8,8,1
40.80257563,-73.93878603,1,1,1,1,1.5,1,1,4,80,1,0,2,1125,30,60,90,365,5,100,10,10,10,10,9,10,1
40.68610907,-73.96924607,1,1,0,2,1,0,1,4,145,2,0,1,1125,30,60,90,365,8,85,8,9,10,9,9,8,5
40.75721244,-73.98883545,1,0,2,1,1,1,1,4,120,1,0,1,1125,9,9,9,41,1,100,10,10,10,10,10,10,1
40.75970441,-73.99423295,1,0,0,2,1,1,1,4,150,1,0,2,1125,0,0,0,210,2,100,10,10,10,10,9,10,1
40.81332591,-73.94453123,1,0,0,4,1,1,3,4,150,2,25,5,335,28,58,88,346,61,96,10,9,9,9,9,9,9
40.79156641,-73.94886258,1,0,0,2,1,0,1,4,100,2,50,3,28,28,58,88,363,1,80,10,10,10,10,6,8,3
40.74012689,-73.98970549,1,2,0,8,2,2,2,4,399,3,100,3,60,4,25,25,26,52,98,10,10,10,10,10,9,4
40.74602891,-73.98596566,1,0,0,4,1,2,2,4,250,1,0,2,4,2,2,2,2,2,90,10,8,10,10,10,8,1
40.73379931,-74.00327655,1,0,0,2,1,0,1,4,120,1,0,2,1125,3,3,3,19,15,96,10,10,9,10,10,9,1
40.75407367,-73.99916496,1,0,1,2,1,1,1,4,170,1,0,1,1125,30,60,90,365,2,80,9,7,10,10,9,8,6
40.73327071,-73.98554219,1,0,1,2,1,1,1,4,109,1,0,1,1125,25,55,74,313,30,98,10,9,10,10,10,10,1
40.74176185,-73.97942235,1,0,1,2,1,1,1,4,105,1,0,1,1125,28,54,84,359,3,80,7,5,9,10,9,8,4
40.66771914,-73.96190377,1,0,0,2,1,1,1,4,150,1,0,2,7,0,0,0,181,10,97,10,10,10,10,8,10,1
40.64298263,-73.89035046,1,1,0,4,1,1,2,4,100,2,25,1,1125,10,40,70,345,24,95,10,10,10,10,9,10,1
40.68515349,-73.95049638,1,0,0,10,2,4,5,4,575,0,0,1,25,30,55,85,360,3,87,9,10,9,9,8,9,3
40.72254058,-73.98852538,1,0,1,1,1,1,1,4,128,1,0,1,1125,30,60,90,365,13,97,9,9,10,10,10,9,1
40.73640524,-74.00502352,1,0,0,2,1,1,1,4,150,1,0,2,1125,5,16,17,19,53,98,10,10,10,10,10,10,1
40.73118268,-74.001818,0,0,0,4,1,2,2,4,97,3,0,2,365,12,12,12,12,118,92,9,9,9,10,10,9,1
40.80018991,-73.96961386,1,0,1,3,1,1,1,4,60,1,50,1,1125,28,58,88,363,42,96,10,10,10,10,10,10,3
40.71085737,-74.00815042,1,0,1,2,1,1,1,4,99,1,29,1,99,30,57,57,59,18,93,9,9,10,10,10,9,1
40.75710631,-73.99396022,1,0,0,3,1,1,2,4,175,2,25,1,1125,0,0,0,0,16,97,10,9,10,10,10,9,1
40.69661738,-73.98344483,1,0,0,2,1,0,1,4,89,2,25,2,30,30,60,86,361,20,91,9,9,9,10,9,9,1
40.67383151,-73.96775394,1,0,0,5,1,2,3,4,200,4,25,1,1125,9,9,9,100,3,100,10,10,10,10,9,10,1
40.81070541,-73.94433461,1,0,0,3,1,1,1,4,135,1,0,2,1125,30,60,90,365,1,100,10,10,10,10,10,10,1
40.68698853,-73.9746522,1,0,0,4,1,1,1,4,175,2,15,3,1125,2,2,2,93,3,93,9,9,10,10,10,9,1
40.73630291,-73.95727903,1,0,0,4,2,2,2,4,350,4,0,2,1125,30,60,90,365,8,98,10,10,10,10,9,9,1
40.74281839,-73.97806142,1,0,1,2,1,1,1,4,105,1,0,1,1125,29,55,85,360,9,73,8,7,9,9,9,8,4
40.72637803,-73.94713451,1,0,0,4,2,2,2,4,150,1,0,1,1125,15,45,75,342,3,87,9,7,9,8,10,10,1
40.69575915,-73.94082488,1,0,0,2,1,1,1,4,65,1,0,1,1125,29,51,76,349,14,89,9,9,9,9,7,9,1
40.72687739,-73.98514481,1,0,1,2,1,1,1,4,87,1,0,4,90,25,46,64,305,41,92,10,9,10,10,9,9,1
40.73274804,-74.00346308,1,0,0,3,1,2,2,4,350,1,0,1,1125,30,60,83,354,26,90,9,9,9,9,9,9,2
40.73639868,-74.00507102,1,0,0,2,1,1,1,4,215,1,0,3,365,19,46,76,351,21,96,10,10,10,10,10,9,1
40.68881125,-73.908501,1,1,1,2,1.5,1,1,4,63,1,10,1,10,15,45,75,350,14,95,10,10,10,10,8,9,1
40.67699095,-73.95652977,1,0,1,2,1,1,1,4,97,2,0,5,30,1,31,61,336,31,93,9,9,10,10,8,9,2
40.72852787,-73.98619056,1,0,1,2,1,1,1,4,100,1,20,1,1125,30,60,90,365,12,98,10,10,10,10,10,9,1
40.72477263,-73.95447531,1,2,1,1,1,1,1,4,60,1,0,7,30,28,31,61,336,10,93,9,10,10,10,10,9,3
40.67369229,-73.96589173,1,0,1,2,1,1,1,4,125,1,25,1,1125,27,57,87,354,44,95,9,10,10,10,10,9,1
40.83329516,-73.9390564,1,0,1,2,1,1,1,4,75,2,0,8,16,15,45,75,350,12,100,10,10,10,10,8,10,2
40.81758345,-73.9405155,1,0,0,4,1,1,2,4,100,1,0,2,14,27,57,81,356,1,100,10,8,8,10,8,8,1
40.76948268,-73.98930055,1,0,0,3,1,1,1,4,245,2,45,2,1125,15,45,75,343,34,99,10,10,10,10,9,9,1
40.72292844,-73.99413414,1,0,0,4,1,2,2,4,300,1,0,3,30,27,57,80,341,20,91,9,10,10,10,10,9,3
40.71617711,-73.98933535,1,0,0,2,1,1,1,4,150,1,0,1,365,29,59,89,364,4,100,10,9,10,10,9,10,2
40.71134543,-73.99415762,1,0,1,1,1,1,1,4,80,1,0,7,1125,1,15,15,102,1,80,6,6,6,6,10,10,1
40.76153133,-73.99719925,1,0,1,2,1,1,1,4,100,1,0,1,1125,0,0,0,0,2,90,9,6,10,10,10,9,1
40.68541889,-73.91357065,1,0,1,1,1,1,1,4,75,1,50,1,1125,2,18,48,323,2,100,10,9,10,10,8,10,1
40.73615375,-73.98102265,1,0,0,2,1,1,1,4,245,1,0,1,1125,29,59,89,364,2,100,10,10,10,10,8,8,1
40.75575727,-73.82829554,1,0,1,2,1,1,1,4,70,1,0,2,1000,22,52,82,357,3,100,10,10,10,9,10,10,2
40.7633068,-73.99300571,1,0,0,4,1,0,1,4,190,2,35,2,1125,26,56,86,361,5,92,9,10,9,10,8,9,1
40.68831581,-73.91636384,1,1,1,1,1,1,1,4,87,2,0,2,60,27,27,27,27,3,93,9,9,9,10,9,9,1
40.66173896,-73.96161797,1,0,0,3,1,0,2,4,75,2,15,4,365,8,20,35,165,12,93,10,9,10,10,10,9,1
40.69301228,-73.94551302,1,0,0,3,1,1,2,4,150,3,30,3,30,18,48,68,306,52,93,9,9,9,10,8,9,1
40.69680056,-73.93285901,1,0,1,2,1,1,1,4,80,1,0,5,30,30,60,90,365,15,93,9,8,10,10,9,9,1
40.68271993,-73.92884826,1,1,0,2,1,1,1,4,120,2,35,2,28,30,60,90,365,8,94,10,9,9,10,9,10,5
40.73560296,-73.97839436,1,0,1,2,1,1,2,4,130,2,25,5,20,0,0,0,180,2,100,9,10,10,10,9,10,1
40.68649719,-73.95372215,1,0,1,1,1,1,1,4,60,1,0,3,90,0,30,60,335,26,97,10,10,10,10,9,10,1
40.69648477,-73.98394289,1,2,1,2,1,1,1,4,59,1,15,1,90,19,49,79,201,41,92,9,9,9,9,9,9,2
40.80455369,-73.96394169,1,0,0,2,1,1,1,4,95,1,0,3,180,17,19,36,205,2,100,10,10,10,10,9,8,1
40.68001203,-73.95491199,1,0,1,2,1,1,1,2,69,1,0,2,14,19,49,79,354,57,96,10,10,10,10,8,10,1
40.68414401,-73.93052496,1,1,0,4,1,2,2,4,139,2,35,1,1125,28,58,88,363,3,93,10,10,8,10,9,9,5
40.73249037,-73.98551867,1,0,1,1,1,1,1,4,98,1,0,2,30,18,45,75,350,66,93,9,10,9,9,10,9,1
40.69910508,-73.91405128,1,0,1,2,1,1,1,4,53,1,10,2,46,28,58,88,363,20,84,9,8,10,9,8,9,1
40.67816964,-73.93286229,1,0,0,5,1,2,3,4,129,2,35,2,28,30,60,90,365,16,85,9,9,10,9,7,8,5
40.81455144,-73.94471091,1,1,0,4,1,1,2,4,100,1,25,1,30,18,48,78,353,1,100,10,10,10,10,10,10,1
40.81155733,-73.94570855,1,0,1,1,1,1,1,4,55,1,0,3,31,22,52,82,357,47,97,10,10,10,10,9,10,9
40.86658089,-73.92557898,1,0,1,2,1,1,2,4,95,1,10,5,160,0,4,34,309,2,100,10,10,10,10,10,10,1
40.73979214,-73.99178403,1,2,0,8,2,3,6,4,575,4,50,1,1125,19,32,62,337,10,82,9,8,10,9,10,8,6
